date,accX,accY,accZ,gyrX,gyrY,gyrZ
2020-09-19 22:09:25,0.0,0.0,0.0,0.31,0.93,0.11,"['2020-09-19 22:09:25', 0.0, 0.0, 0.0, 0.31, 0.93, 0.11, [...]]"
2020-09-19 22:09:25,0.0,0.0,0.0,0.42,0.89,0.09,"['2020-09-19 22:09:25', 0.0, 0.0, 0.0, 0.42, 0.89, 0.09, [...]]"
2020-09-19 22:09:26,0.0,0.0,0.0,0.42,0.88,0.09,"['2020-09-19 22:09:26', 0.0, 0.0, 0.0, 0.42, 0.88, 0.09, [...]]"
2020-09-19 22:09:27,0.0,0.0,0.0,0.18,0.88,0.09,"['2020-09-19 22:09:27', 0.0, 0.0, 0.0, 0.18, 0.88, 0.09, [...]]"
2020-09-19 22:09:27,0.0,0.0,0.0,0.32,0.94,0.16,"['2020-09-19 22:09:27', 0.0, 0.0, 0.0, 0.32, 0.94, 0.16, [...]]"
2020-09-19 22:09:28,0.0,0.0,0.0,0.32,0.94,0.16,"['2020-09-19 22:09:28', 0.0, 0.0, 0.0, 0.32, 0.94, 0.16, [...]]"
2020-09-19 22:09:29,0.0,0.0,0.0,0.26,0.89,0.09,"['2020-09-19 22:09:29', 0.0, 0.0, 0.0, 0.26, 0.89, 0.09, [...]]"
2020-09-19 22:09:30,0.0,0.0,0.0,0.25,0.92,0.09,"['2020-09-19 22:09:30', 0.0, 0.0, 0.0, 0.25, 0.92, 0.09, [...]]"
2020-09-19 22:09:30,0.0,0.0,0.0,0.25,0.92,0.09,"['2020-09-19 22:09:30', 0.0, 0.0, 0.0, 0.25, 0.92, 0.09, [...]]"
2020-09-19 22:09:31,0.0,0.0,0.0,0.23,0.96,0.1,"['2020-09-19 22:09:31', 0.0, 0.0, 0.0, 0.23, 0.96, 0.1, [...]]"
2020-09-19 22:09:32,0.0,0.0,0.0,0.23,0.93,0.09,"['2020-09-19 22:09:32', 0.0, 0.0, 0.0, 0.23, 0.93, 0.09, [...]]"
2020-09-19 22:09:32,0.0,0.0,0.0,0.26,0.93,0.09,"['2020-09-19 22:09:32', 0.0, 0.0, 0.0, 0.26, 0.93, 0.09, [...]]"
2020-09-19 22:09:33,0.0,0.0,0.0,0.21,0.91,0.07,"['2020-09-19 22:09:33', 0.0, 0.0, 0.0, 0.21, 0.91, 0.07, [...]]"
2020-09-19 22:09:34,0.0,0.0,0.0,0.21,0.91,0.13,"['2020-09-19 22:09:34', 0.0, 0.0, 0.0, 0.21, 0.91, 0.13, [...]]"
2020-09-19 22:09:35,0.0,0.0,0.0,0.39,0.9,0.13,"['2020-09-19 22:09:35', 0.0, 0.0, 0.0, 0.39, 0.9, 0.13, [...]]"
2020-09-19 22:09:35,0.0,0.0,0.0,0.25,0.9,0.74,"['2020-09-19 22:09:35', 0.0, 0.0, 0.0, 0.25, 0.9, 0.74, [...]]"
2020-09-19 22:09:36,0.0,0.0,0.0,0.25,0.9,0.74,"['2020-09-19 22:09:36', 0.0, 0.0, 0.0, 0.25, 0.9, 0.74, [...]]"
2020-09-19 22:09:37,0.0,0.0,0.0,0.23,0.89,0.09,"['2020-09-19 22:09:37', 0.0, 0.0, 0.0, 0.23, 0.89, 0.09, [...]]"
2020-09-19 22:09:38,0.0,0.0,0.0,0.24,0.91,0.1,"['2020-09-19 22:09:38', 0.0, 0.0, 0.0, 0.24, 0.91, 0.1, [...]]"
2020-09-19 22:09:38,0.0,0.0,0.0,0.24,0.91,0.1,"['2020-09-19 22:09:38', 0.0, 0.0, 0.0, 0.24, 0.91, 0.1, [...]]"
2020-09-19 22:09:39,0.0,0.0,0.0,0.24,0.91,0.09,"['2020-09-19 22:09:39', 0.0, 0.0, 0.0, 0.24, 0.91, 0.09, [...]]"
2020-09-19 22:09:40,0.0,0.0,0.0,0.22,0.93,0.09,"['2020-09-19 22:09:40', 0.0, 0.0, 0.0, 0.22, 0.93, 0.09, [...]]"
2020-09-19 22:09:41,0.0,0.0,0.0,0.22,0.93,0.09,"['2020-09-19 22:09:41', 0.0, 0.0, 0.0, 0.22, 0.93, 0.09, [...]]"
2020-09-19 22:09:41,0.0,0.0,0.0,0.23,0.89,0.07,"['2020-09-19 22:09:41', 0.0, 0.0, 0.0, 0.23, 0.89, 0.07, [...]]"
2020-09-19 22:09:42,0.0,0.0,0.0,0.23,0.89,0.08,"['2020-09-19 22:09:42', 0.0, 0.0, 0.0, 0.23, 0.89, 0.08, [...]]"
2020-09-19 22:09:43,0.0,0.0,0.0,0.21,0.91,0.08,"['2020-09-19 22:09:43', 0.0, 0.0, 0.0, 0.21, 0.91, 0.08, [...]]"
2020-09-19 22:09:44,0.0,0.0,0.0,0.27,0.92,0.08,"['2020-09-19 22:09:44', 0.0, 0.0, 0.0, 0.27, 0.92, 0.08, [...]]"
2020-09-19 22:09:44,0.0,0.0,0.0,0.27,0.92,0.08,"['2020-09-19 22:09:44', 0.0, 0.0, 0.0, 0.27, 0.92, 0.08, [...]]"
2020-09-19 22:09:45,0.0,0.0,0.0,0.25,0.89,0.09,"['2020-09-19 22:09:45', 0.0, 0.0, 0.0, 0.25, 0.89, 0.09, [...]]"
2020-09-19 22:09:46,0.0,0.0,0.0,0.54,0.89,0.1,"['2020-09-19 22:09:46', 0.0, 0.0, 0.0, 0.54, 0.89, 0.1, [...]]"
2020-09-19 22:09:46,0.0,0.0,0.0,0.54,0.89,0.1,"['2020-09-19 22:09:46', 0.0, 0.0, 0.0, 0.54, 0.89, 0.1, [...]]"
2020-09-19 22:09:47,0.0,0.0,0.0,0.26,0.92,0.07,"['2020-09-19 22:09:47', 0.0, 0.0, 0.0, 0.26, 0.92, 0.07, [...]]"
2020-09-19 22:09:48,0.0,0.0,0.0,0.26,0.91,0.09,"['2020-09-19 22:09:48', 0.0, 0.0, 0.0, 0.26, 0.91, 0.09, [...]]"
2020-09-19 22:09:49,0.0,0.0,0.0,0.2,0.91,0.09,"['2020-09-19 22:09:49', 0.0, 0.0, 0.0, 0.2, 0.91, 0.09, [...]]"
2020-09-19 22:09:49,0.0,0.0,0.0,0.23,0.91,0.38,"['2020-09-19 22:09:49', 0.0, 0.0, 0.0, 0.23, 0.91, 0.38, [...]]"
2020-09-19 22:09:50,0.0,0.0,0.0,0.23,0.91,0.12,"['2020-09-19 22:09:50', 0.0, 0.0, 0.0, 0.23, 0.91, 0.12, [...]]"
2020-09-19 22:09:51,0.0,0.0,0.0,0.36,0.85,0.12,"['2020-09-19 22:09:51', 0.0, 0.0, 0.0, 0.36, 0.85, 0.12, [...]]"
2020-09-19 22:09:52,0.0,0.0,0.0,0.24,0.92,0.07,"['2020-09-19 22:09:52', 0.0, 0.0, 0.0, 0.24, 0.92, 0.07, [...]]"
2020-09-19 22:09:52,0.0,0.0,0.0,0.24,0.92,0.07,"['2020-09-19 22:09:52', 0.0, 0.0, 0.0, 0.24, 0.92, 0.07, [...]]"
2020-09-19 22:09:53,0.0,0.0,0.0,0.24,0.93,0.1,"['2020-09-19 22:09:53', 0.0, 0.0, 0.0, 0.24, 0.93, 0.1, [...]]"
2020-09-19 22:09:54,0.0,0.0,0.0,0.26,0.9,0.14,"['2020-09-19 22:09:54', 0.0, 0.0, 0.0, 0.26, 0.9, 0.14, [...]]"
2020-09-19 22:09:54,0.0,0.0,0.0,0.26,0.9,0.14,"['2020-09-19 22:09:54', 0.0, 0.0, 0.0, 0.26, 0.9, 0.14, [...]]"
2020-09-19 22:09:55,0.0,0.0,0.0,0.22,0.87,0.09,"['2020-09-19 22:09:55', 0.0, 0.0, 0.0, 0.22, 0.87, 0.09, [...]]"
2020-09-19 22:09:56,0.0,0.0,0.0,0.22,0.9,0.08,"['2020-09-19 22:09:56', 0.0, 0.0, 0.0, 0.22, 0.9, 0.08, [...]]"
2020-09-19 22:09:57,0.0,0.0,0.0,0.24,0.9,0.08,"['2020-09-19 22:09:57', 0.0, 0.0, 0.0, 0.24, 0.9, 0.08, [...]]"
2020-09-19 22:09:57,0.0,0.0,0.0,0.2,0.9,0.08,"['2020-09-19 22:09:57', 0.0, 0.0, 0.0, 0.2, 0.9, 0.08, [...]]"
2020-09-19 22:09:58,0.0,0.0,0.0,0.2,0.9,0.09,"['2020-09-19 22:09:58', 0.0, 0.0, 0.0, 0.2, 0.9, 0.09, [...]]"
2020-09-19 22:09:59,0.0,0.0,0.0,0.25,0.88,0.09,"['2020-09-19 22:09:59', 0.0, 0.0, 0.0, 0.25, 0.88, 0.09, [...]]"
2020-09-19 22:10:00,0.0,0.0,0.0,0.3,0.92,0.12,"['2020-09-19 22:10:00', 0.0, 0.0, 0.0, 0.3, 0.92, 0.12, [...]]"
2020-09-19 22:10:00,0.0,0.0,0.0,0.3,0.92,0.12,"['2020-09-19 22:10:00', 0.0, 0.0, 0.0, 0.3, 0.92, 0.12, [...]]"
2020-09-19 22:10:01,0.0,0.0,0.0,0.25,0.86,0.11,"['2020-09-19 22:10:01', 0.0, 0.0, 0.0, 0.25, 0.86, 0.11, [...]]"
2020-09-19 22:10:02,0.0,0.0,0.0,0.26,0.89,0.09,"['2020-09-19 22:10:02', 0.0, 0.0, 0.0, 0.26, 0.89, 0.09, [...]]"
2020-09-19 22:10:02,0.0,0.0,0.0,0.26,0.89,0.09,"['2020-09-19 22:10:02', 0.0, 0.0, 0.0, 0.26, 0.89, 0.09, [...]]"
2020-09-19 22:10:03,0.0,0.0,0.0,0.23,0.91,0.08,"['2020-09-19 22:10:03', 0.0, 0.0, 0.0, 0.23, 0.91, 0.08, [...]]"
2020-09-19 22:10:04,0.0,0.0,0.0,0.23,0.87,0.71,"['2020-09-19 22:10:04', 0.0, 0.0, 0.0, 0.23, 0.87, 0.71, [...]]"
2020-09-19 22:10:05,0.0,0.0,0.0,0.16,0.87,0.71,"['2020-09-19 22:10:05', 0.0, 0.0, 0.0, 0.16, 0.87, 0.71, [...]]"
2020-09-19 22:10:05,0.0,0.0,0.0,0.32,0.88,0.09,"['2020-09-19 22:10:05', 0.0, 0.0, 0.0, 0.32, 0.88, 0.09, [...]]"
2020-09-19 22:10:06,0.0,0.0,0.0,0.32,0.88,0.09,"['2020-09-19 22:10:06', 0.0, 0.0, 0.0, 0.32, 0.88, 0.09, [...]]"
2020-09-19 22:10:07,0.0,0.0,0.0,0.21,0.89,0.08,"['2020-09-19 22:10:07', 0.0, 0.0, 0.0, 0.21, 0.89, 0.08, [...]]"
2020-09-19 22:10:08,0.0,0.0,0.0,0.28,0.94,0.1,"['2020-09-19 22:10:08', 0.0, 0.0, 0.0, 0.28, 0.94, 0.1, [...]]"
2020-09-19 22:10:08,0.0,0.0,0.0,0.28,0.94,0.1,"['2020-09-19 22:10:08', 0.0, 0.0, 0.0, 0.28, 0.94, 0.1, [...]]"
2020-09-19 22:10:09,0.0,0.0,0.0,0.26,0.92,0.09,"['2020-09-19 22:10:09', 0.0, 0.0, 0.0, 0.26, 0.92, 0.09, [...]]"
2020-09-19 22:10:10,0.0,0.0,0.0,0.26,0.9,0.07,"['2020-09-19 22:10:10', 0.0, 0.0, 0.0, 0.26, 0.9, 0.07, [...]]"
2020-09-19 22:10:10,0.0,0.0,0.0,0.19,0.9,0.07,"['2020-09-19 22:10:10', 0.0, 0.0, 0.0, 0.19, 0.9, 0.07, [...]]"
2020-09-19 22:10:11,0.0,0.0,0.0,0.24,0.91,0.08,"['2020-09-19 22:10:11', 0.0, 0.0, 0.0, 0.24, 0.91, 0.08, [...]]"
2020-09-19 22:10:12,0.0,0.0,0.0,0.24,0.91,0.09,"['2020-09-19 22:10:12', 0.0, 0.0, 0.0, 0.24, 0.91, 0.09, [...]]"
2020-09-19 22:10:13,0.0,0.0,0.0,0.25,0.9,0.09,"['2020-09-19 22:10:13', 0.0, 0.0, 0.0, 0.25, 0.9, 0.09, [...]]"
2020-09-19 22:10:13,0.0,0.0,0.0,0.51,0.9,0.07,"['2020-09-19 22:10:13', 0.0, 0.0, 0.0, 0.51, 0.9, 0.07, [...]]"
2020-09-19 22:10:14,0.0,0.0,0.0,0.51,0.9,0.07,"['2020-09-19 22:10:14', 0.0, 0.0, 0.0, 0.51, 0.9, 0.07, [...]]"
2020-09-19 22:10:15,0.0,0.0,0.0,0.24,0.9,0.08,"['2020-09-19 22:10:15', 0.0, 0.0, 0.0, 0.24, 0.9, 0.08, [...]]"
2020-09-19 22:10:15,0.0,0.0,0.0,0.24,0.83,0.1,"['2020-09-19 22:10:15', 0.0, 0.0, 0.0, 0.24, 0.83, 0.1, [...]]"
2020-09-19 22:10:16,0.0,0.0,0.0,0.29,0.83,0.1,"['2020-09-19 22:10:16', 0.0, 0.0, 0.0, 0.29, 0.83, 0.1, [...]]"
2020-09-19 22:10:17,0.0,0.0,0.0,0.29,0.89,0.1,"['2020-09-19 22:10:17', 0.0, 0.0, 0.0, 0.29, 0.89, 0.1, [...]]"
2020-09-19 22:10:18,0.0,0.0,0.0,0.29,0.89,0.09,"['2020-09-19 22:10:18', 0.0, 0.0, 0.0, 0.29, 0.89, 0.09, [...]]"
2020-09-19 22:10:18,0.0,0.0,0.0,0.31,0.88,0.09,"['2020-09-19 22:10:18', 0.0, 0.0, 0.0, 0.31, 0.88, 0.09, [...]]"
2020-09-19 22:10:19,0.0,0.0,0.0,0.2,0.9,0.38,"['2020-09-19 22:10:19', 0.0, 0.0, 0.0, 0.2, 0.9, 0.38, [...]]"
2020-09-19 22:10:20,0.0,0.0,0.0,0.2,0.9,0.38,"['2020-09-19 22:10:20', 0.0, 0.0, 0.0, 0.2, 0.9, 0.38, [...]]"
2020-09-19 22:10:21,0.0,0.0,0.0,0.28,0.89,0.1,"['2020-09-19 22:10:21', 0.0, 0.0, 0.0, 0.28, 0.89, 0.1, [...]]"
2020-09-19 22:10:21,0.0,0.0,0.0,0.22,0.91,0.07,"['2020-09-19 22:10:21', 0.0, 0.0, 0.0, 0.22, 0.91, 0.07, [...]]"
2020-09-19 22:10:22,0.0,0.0,0.0,0.22,0.91,0.07,"['2020-09-19 22:10:22', 0.0, 0.0, 0.0, 0.22, 0.91, 0.07, [...]]"
2020-09-19 22:10:23,0.0,0.0,0.0,0.3,0.92,0.09,"['2020-09-19 22:10:23', 0.0, 0.0, 0.0, 0.3, 0.92, 0.09, [...]]"
2020-09-19 22:10:23,0.0,0.0,0.0,0.3,0.92,0.07,"['2020-09-19 22:10:23', 0.0, 0.0, 0.0, 0.3, 0.92, 0.07, [...]]"
2020-09-19 22:10:24,0.0,0.0,0.0,0.23,0.93,0.07,"['2020-09-19 22:10:24', 0.0, 0.0, 0.0, 0.23, 0.93, 0.07, [...]]"
2020-09-19 22:10:25,0.0,0.0,0.0,0.19,0.91,0.07,"['2020-09-19 22:10:25', 0.0, 0.0, 0.0, 0.19, 0.91, 0.07, [...]]"
2020-09-19 22:10:26,0.0,0.0,0.0,0.19,0.91,0.07,"['2020-09-19 22:10:26', 0.0, 0.0, 0.0, 0.19, 0.91, 0.07, [...]]"
2020-09-19 22:10:26,0.0,0.0,0.0,0.23,0.94,0.11,"['2020-09-19 22:10:26', 0.0, 0.0, 0.0, 0.23, 0.94, 0.11, [...]]"
2020-09-19 22:10:27,0.0,0.0,0.0,0.55,0.91,0.08,"['2020-09-19 22:10:27', 0.0, 0.0, 0.0, 0.55, 0.91, 0.08, [...]]"
2020-09-19 22:10:28,0.0,0.0,0.0,0.55,0.91,0.08,"['2020-09-19 22:10:28', 0.0, 0.0, 0.0, 0.55, 0.91, 0.08, [...]]"
2020-09-19 22:10:29,0.0,0.0,0.0,0.57,0.93,0.06,"['2020-09-19 22:10:29', 0.0, 0.0, 0.0, 0.57, 0.93, 0.06, [...]]"
2020-09-19 22:10:29,0.0,0.0,0.0,0.43,0.9,0.12,"['2020-09-19 22:10:29', 0.0, 0.0, 0.0, 0.43, 0.9, 0.12, [...]]"
2020-09-19 22:10:30,0.0,0.0,0.0,0.43,0.9,0.12,"['2020-09-19 22:10:30', 0.0, 0.0, 0.0, 0.43, 0.9, 0.12, [...]]"
2020-09-19 22:10:31,0.0,0.0,0.0,0.22,0.89,0.11,"['2020-09-19 22:10:31', 0.0, 0.0, 0.0, 0.22, 0.89, 0.11, [...]]"
2020-09-19 22:10:31,0.0,0.0,0.0,0.22,0.89,0.4,"['2020-09-19 22:10:31', 0.0, 0.0, 0.0, 0.22, 0.89, 0.4, [...]]"
2020-09-19 22:10:32,0.0,0.0,0.0,0.24,0.93,0.4,"['2020-09-19 22:10:32', 0.0, 0.0, 0.0, 0.24, 0.93, 0.4, [...]]"
2020-09-19 22:10:33,0.0,0.0,0.0,0.21,0.91,1.32,"['2020-09-19 22:10:33', 0.0, 0.0, 0.0, 0.21, 0.91, 1.32, [...]]"
2020-09-19 22:10:34,0.0,0.0,0.0,0.21,0.91,1.32,"['2020-09-19 22:10:34', 0.0, 0.0, 0.0, 0.21, 0.91, 1.32, [...]]"
2020-09-19 22:10:34,0.0,0.0,0.0,0.27,0.85,0.09,"['2020-09-19 22:10:34', 0.0, 0.0, 0.0, 0.27, 0.85, 0.09, [...]]"
2020-09-19 22:10:35,0.0,0.0,0.0,0.27,0.9,0.07,"['2020-09-19 22:10:35', 0.0, 0.0, 0.0, 0.27, 0.9, 0.07, [...]]"
2020-09-19 22:10:36,0.0,0.0,0.0,0.27,0.9,0.07,"['2020-09-19 22:10:36', 0.0, 0.0, 0.0, 0.27, 0.9, 0.07, [...]]"
2020-09-19 22:10:37,0.0,0.0,0.0,0.17,0.9,0.08,"['2020-09-19 22:10:37', 0.0, 0.0, 0.0, 0.17, 0.9, 0.08, [...]]"
2020-09-19 22:10:37,0.0,0.0,0.0,0.17,0.85,0.08,"['2020-09-19 22:10:37', 0.0, 0.0, 0.0, 0.17, 0.85, 0.08, [...]]"
2020-09-19 22:10:38,0.0,0.0,0.0,0.25,0.85,0.08,"['2020-09-19 22:10:38', 0.0, 0.0, 0.0, 0.25, 0.85, 0.08, [...]]"
2020-09-19 22:10:39,0.0,0.0,0.0,0.32,0.87,0.25,"['2020-09-19 22:10:39', 0.0, 0.0, 0.0, 0.32, 0.87, 0.25, [...]]"
2020-09-19 22:10:39,0.0,0.0,0.0,0.32,0.87,1.26,"['2020-09-19 22:10:39', 0.0, 0.0, 0.0, 0.32, 0.87, 1.26, [...]]"
2020-09-19 22:10:40,0.01,0.0,0.0,2.37,1.19,1.26,"['2020-09-19 22:10:40', 0.01, 0.0, 0.0, 2.37, 1.19, 1.26, [...]]"
2020-09-19 22:10:41,0.01,0.0,0.0,0.68,1.13,0.32,"['2020-09-19 22:10:41', 0.01, 0.0, 0.0, 0.68, 1.13, 0.32, [...]]"
2020-09-19 22:10:42,0.0,0.0,0.0,0.68,1.13,0.32,"['2020-09-19 22:10:42', 0.0, 0.0, 0.0, 0.68, 1.13, 0.32, [...]]"
2020-09-19 22:10:42,0.0,0.0,0.0,0.27,1.02,0.13,"['2020-09-19 22:10:42', 0.0, 0.0, 0.0, 0.27, 1.02, 0.13, [...]]"
2020-09-19 22:10:43,0.0,0.0,0.0,0.47,1.3,0.2,"['2020-09-19 22:10:43', 0.0, 0.0, 0.0, 0.47, 1.3, 0.2, [...]]"
2020-09-19 22:10:44,0.0,0.0,0.0,0.47,1.3,0.2,"['2020-09-19 22:10:44', 0.0, 0.0, 0.0, 0.47, 1.3, 0.2, [...]]"
2020-09-19 22:10:45,0.0,0.0,0.0,1.49,1.2,0.35,"['2020-09-19 22:10:45', 0.0, 0.0, 0.0, 1.49, 1.2, 0.35, [...]]"
2020-09-19 22:10:45,0.0,0.0,0.0,1.49,1.2,0.21,"['2020-09-19 22:10:45', 0.0, 0.0, 0.0, 1.49, 1.2, 0.21, [...]]"
2020-09-19 22:10:46,0.0,0.0,0.0,0.3,0.74,0.21,"['2020-09-19 22:10:46', 0.0, 0.0, 0.0, 0.3, 0.74, 0.21, [...]]"
2020-09-19 22:10:47,0.0,0.0,0.0,0.25,0.92,0.39,"['2020-09-19 22:10:47', 0.0, 0.0, 0.0, 0.25, 0.92, 0.39, [...]]"
2020-09-19 22:10:47,0.0,0.0,0.0,0.25,0.92,0.39,"['2020-09-19 22:10:47', 0.0, 0.0, 0.0, 0.25, 0.92, 0.39, [...]]"
2020-09-19 22:10:48,0.0,0.0,0.0,0.21,0.9,0.07,"['2020-09-19 22:10:48', 0.0, 0.0, 0.0, 0.21, 0.9, 0.07, [...]]"
2020-09-19 22:10:49,0.0,0.0,0.0,0.27,0.9,0.09,"['2020-09-19 22:10:49', 0.0, 0.0, 0.0, 0.27, 0.9, 0.09, [...]]"
2020-09-19 22:10:50,0.0,0.0,0.0,0.27,0.9,0.1,"['2020-09-19 22:10:50', 0.0, 0.0, 0.0, 0.27, 0.9, 0.1, [...]]"
2020-09-19 22:10:51,0.0,0.0,0.0,0.21,0.89,0.1,"['2020-09-19 22:10:51', 0.0, 0.0, 0.0, 0.21, 0.89, 0.1, [...]]"
2020-09-19 22:10:51,0.0,0.0,0.0,0.2,0.92,0.07,"['2020-09-19 22:10:51', 0.0, 0.0, 0.0, 0.2, 0.92, 0.07, [...]]"
2020-09-19 22:10:52,0.0,0.0,0.0,0.2,0.92,0.07,"['2020-09-19 22:10:52', 0.0, 0.0, 0.0, 0.2, 0.92, 0.07, [...]]"
2020-09-19 22:10:53,0.0,0.0,0.0,0.2,0.93,0.07,"['2020-09-19 22:10:53', 0.0, 0.0, 0.0, 0.2, 0.93, 0.07, [...]]"
2020-09-19 22:10:53,0.0,0.0,0.0,0.2,0.93,0.07,"['2020-09-19 22:10:53', 0.0, 0.0, 0.0, 0.2, 0.93, 0.07, [...]]"
2020-09-19 22:10:54,0.0,0.0,0.0,0.22,0.93,0.07,"['2020-09-19 22:10:54', 0.0, 0.0, 0.0, 0.22, 0.93, 0.07, [...]]"
2020-09-19 22:10:55,0.0,0.0,0.0,0.23,0.91,0.07,"['2020-09-19 22:10:55', 0.0, 0.0, 0.0, 0.23, 0.91, 0.07, [...]]"
2020-09-19 22:10:56,0.0,0.0,0.0,0.23,0.91,0.09,"['2020-09-19 22:10:56', 0.0, 0.0, 0.0, 0.23, 0.91, 0.09, [...]]"
2020-09-19 22:10:56,0.0,0.0,0.0,0.54,0.91,0.09,"['2020-09-19 22:10:56', 0.0, 0.0, 0.0, 0.54, 0.91, 0.09, [...]]"
2020-09-19 22:10:57,0.0,0.0,0.0,0.22,0.93,0.06,"['2020-09-19 22:10:57', 0.0, 0.0, 0.0, 0.22, 0.93, 0.06, [...]]"
2020-09-19 22:10:58,0.0,0.0,0.0,0.22,0.93,0.06,"['2020-09-19 22:10:58', 0.0, 0.0, 0.0, 0.22, 0.93, 0.06, [...]]"
2020-09-19 22:10:59,0.0,0.0,0.0,0.22,0.92,0.08,"['2020-09-19 22:10:59', 0.0, 0.0, 0.0, 0.22, 0.92, 0.08, [...]]"
2020-09-19 22:10:59,0.0,0.0,0.0,0.22,0.9,0.38,"['2020-09-19 22:10:59', 0.0, 0.0, 0.0, 0.22, 0.9, 0.38, [...]]"
2020-09-19 22:11:00,0.0,0.0,0.0,0.22,0.9,0.38,"['2020-09-19 22:11:00', 0.0, 0.0, 0.0, 0.22, 0.9, 0.38, [...]]"
2020-09-19 22:11:01,0.0,0.0,0.0,0.25,0.9,0.07,"['2020-09-19 22:11:01', 0.0, 0.0, 0.0, 0.25, 0.9, 0.07, [...]]"
2020-09-19 22:11:01,0.0,0.0,0.0,0.25,0.91,0.38,"['2020-09-19 22:11:01', 0.0, 0.0, 0.0, 0.25, 0.91, 0.38, [...]]"
2020-09-19 22:11:02,0.0,0.0,0.0,0.16,0.91,0.38,"['2020-09-19 22:11:02', 0.0, 0.0, 0.0, 0.16, 0.91, 0.38, [...]]"
2020-09-19 22:11:03,0.0,0.0,0.0,0.21,0.92,0.09,"['2020-09-19 22:11:03', 0.0, 0.0, 0.0, 0.21, 0.92, 0.09, [...]]"
2020-09-19 22:11:04,0.0,0.0,0.0,0.21,0.92,0.07,"['2020-09-19 22:11:04', 0.0, 0.0, 0.0, 0.21, 0.92, 0.07, [...]]"
2020-09-19 22:11:04,0.0,0.0,0.0,0.26,0.89,0.07,"['2020-09-19 22:11:04', 0.0, 0.0, 0.0, 0.26, 0.89, 0.07, [...]]"
2020-09-19 22:11:05,0.0,0.0,0.0,0.17,0.89,0.08,"['2020-09-19 22:11:05', 0.0, 0.0, 0.0, 0.17, 0.89, 0.08, [...]]"
2020-09-19 22:11:06,0.0,0.0,0.0,0.17,0.89,0.08,"['2020-09-19 22:11:06', 0.0, 0.0, 0.0, 0.17, 0.89, 0.08, [...]]"
2020-09-19 22:11:07,0.0,0.0,0.0,0.27,0.92,0.09,"['2020-09-19 22:11:07', 0.0, 0.0, 0.0, 0.27, 0.92, 0.09, [...]]"
2020-09-19 22:11:07,0.0,0.0,0.0,0.27,0.89,0.08,"['2020-09-19 22:11:07', 0.0, 0.0, 0.0, 0.27, 0.89, 0.08, [...]]"
2020-09-19 22:11:08,0.0,0.0,0.0,0.26,0.89,0.08,"['2020-09-19 22:11:08', 0.0, 0.0, 0.0, 0.26, 0.89, 0.08, [...]]"
2020-09-19 22:11:09,0.0,0.0,0.0,0.25,0.86,0.08,"['2020-09-19 22:11:09', 0.0, 0.0, 0.0, 0.25, 0.86, 0.08, [...]]"
2020-09-19 22:11:09,0.0,0.0,0.0,0.25,0.86,0.09,"['2020-09-19 22:11:09', 0.0, 0.0, 0.0, 0.25, 0.86, 0.09, [...]]"
2020-09-19 22:11:10,0.0,0.0,0.0,0.26,0.88,0.09,"['2020-09-19 22:11:10', 0.0, 0.0, 0.0, 0.26, 0.88, 0.09, [...]]"
2020-09-19 22:11:11,0.0,0.0,0.0,0.22,0.84,0.07,"['2020-09-19 22:11:11', 0.0, 0.0, 0.0, 0.22, 0.84, 0.07, [...]]"
2020-09-19 22:11:12,0.0,0.0,0.0,0.22,0.84,0.07,"['2020-09-19 22:11:12', 0.0, 0.0, 0.0, 0.22, 0.84, 0.07, [...]]"
2020-09-19 22:11:12,0.0,0.0,0.0,0.27,0.88,0.1,"['2020-09-19 22:11:12', 0.0, 0.0, 0.0, 0.27, 0.88, 0.1, [...]]"
2020-09-19 22:11:13,0.0,0.0,0.0,0.27,0.9,0.06,"['2020-09-19 22:11:13', 0.0, 0.0, 0.0, 0.27, 0.9, 0.06, [...]]"
2020-09-19 22:11:14,0.0,0.0,0.0,0.27,0.9,0.06,"['2020-09-19 22:11:14', 0.0, 0.0, 0.0, 0.27, 0.9, 0.06, [...]]"
2020-09-19 22:11:14,0.0,0.0,0.0,0.22,0.87,0.39,"['2020-09-19 22:11:14', 0.0, 0.0, 0.0, 0.22, 0.87, 0.39, [...]]"
2020-09-19 22:11:15,0.0,0.0,0.0,0.22,0.94,0.09,"['2020-09-19 22:11:15', 0.0, 0.0, 0.0, 0.22, 0.94, 0.09, [...]]"
2020-09-19 22:11:16,0.0,0.0,0.0,0.26,0.94,0.09,"['2020-09-19 22:11:16', 0.0, 0.0, 0.0, 0.26, 0.94, 0.09, [...]]"
2020-09-19 22:11:17,0.0,0.0,0.0,0.22,0.87,0.08,"['2020-09-19 22:11:17', 0.0, 0.0, 0.0, 0.22, 0.87, 0.08, [...]]"
2020-09-19 22:11:18,0.0,0.0,0.0,0.22,0.87,0.11,"['2020-09-19 22:11:18', 0.0, 0.0, 0.0, 0.22, 0.87, 0.11, [...]]"
2020-09-19 22:11:18,0.0,0.0,0.0,0.28,0.91,0.11,"['2020-09-19 22:11:18', 0.0, 0.0, 0.0, 0.28, 0.91, 0.11, [...]]"
2020-09-19 22:11:19,0.0,0.0,0.0,0.23,0.86,0.09,"['2020-09-19 22:11:19', 0.0, 0.0, 0.0, 0.23, 0.86, 0.09, [...]]"
