date,accX,accY,accZ,gyrX,gyrY,gyrZ
2020-09-18 19:06:15,0.0,0.0,0.0,0.28,0.95,0.29
2020-09-18 19:06:15,0.0,0.0,0.0,1.68,2.71,1.76
2020-09-18 19:06:16,0.0,0.0,0.0,1.68,2.71,0.85
2020-09-18 19:06:17,0.0,0.0,0.0,1.19,0.83,0.85
2020-09-18 19:06:18,0.0,0.0,0.0,0.26,0.87,0.39
2020-09-18 19:06:18,0.0,0.0,0.0,0.26,0.87,0.39
2020-09-18 19:06:19,0.0,0.0,0.0,0.43,1.21,0.68
2020-09-18 19:06:20,0.0,0.0,0.0,0.32,0.85,0.28
2020-09-18 19:06:21,0.0,0.0,0.0,0.32,0.85,0.28
2020-09-18 19:06:21,0.0,0.0,0.0,0.26,0.92,0.13
2020-09-18 19:06:22,0.0,0.0,0.0,0.26,1.05,0.2
2020-09-18 19:06:23,0.0,0.0,0.0,0.23,1.05,0.2
2020-09-18 19:06:24,0.0,0.0,0.0,0.25,0.95,0.46
2020-09-18 19:06:24,0.0,0.0,0.0,0.25,0.95,0.13
2020-09-18 19:06:25,0.0,0.0,0.0,0.24,0.95,0.13
2020-09-18 19:06:26,0.0,0.0,0.0,0.32,0.91,0.1
2020-09-18 19:06:26,0.0,0.0,0.0,0.32,0.91,0.1
2020-09-18 19:06:27,0.0,0.0,0.0,0.28,0.91,0.11
2020-09-18 19:06:28,0.0,0.0,0.0,0.28,0.95,0.74
2020-09-18 19:06:29,0.0,0.0,0.0,0.28,0.95,0.74
2020-09-18 19:06:29,0.0,0.0,0.0,0.23,0.9,0.38
2020-09-18 19:06:30,0.0,0.0,0.0,0.67,1.52,1.07
2020-09-18 19:06:31,0.0,0.0,0.0,0.67,1.52,1.07
2020-09-18 19:06:32,0.0,0.0,0.0,0.72,0.5,0.48
2020-09-18 19:06:32,0.0,0.0,0.0,0.72,1.13,0.46
2020-09-18 19:06:33,0.0,0.0,0.0,0.23,1.13,0.46
2020-09-18 19:06:34,0.0,0.0,0.0,0.31,0.98,0.53
2020-09-18 19:06:35,0.0,0.0,0.0,0.31,0.98,0.79
2020-09-18 19:06:35,0.0,0.0,0.0,0.54,0.97,0.79
2020-09-18 19:06:36,0.0,0.0,0.0,0.35,0.73,0.61
2020-09-18 19:06:37,0.0,0.0,0.0,0.35,0.73,0.17
2020-09-18 19:06:38,0.0,0.0,0.0,0.23,1.04,0.17
2020-09-18 19:06:38,0.0,0.0,0.0,0.2,1.08,0.17
2020-09-18 19:06:39,0.0,0.0,0.0,0.2,1.08,0.17
2020-09-18 19:06:40,0.0,0.0,0.0,0.28,0.92,0.61
2020-09-18 19:06:40,0.0,0.0,0.0,0.28,0.98,0.14
2020-09-18 19:06:41,0.0,0.0,0.0,0.24,0.98,0.14
2020-09-18 19:06:42,0.0,0.0,0.0,0.21,0.97,0.18
2020-09-18 19:06:43,0.0,0.0,0.0,0.21,0.96,0.19
2020-09-18 19:06:43,0.0,0.0,0.0,0.24,0.96,0.19
2020-09-18 19:06:44,0.0,0.0,0.0,0.22,0.96,0.14
2020-09-18 19:06:45,0.0,0.0,0.0,0.22,0.96,0.22
2020-09-18 19:06:46,0.0,0.0,0.0,0.62,0.91,0.22
2020-09-18 19:06:46,0.0,0.0,0.0,0.57,1.03,0.25
2020-09-18 19:06:47,0.0,0.0,0.0,0.57,1.03,0.25
2020-09-18 19:06:48,0.0,0.0,0.0,0.18,1.0,0.15
2020-09-18 19:06:49,0.0,0.0,0.0,0.18,0.92,0.13
2020-09-18 19:06:49,0.0,0.0,0.0,0.27,0.92,0.13
2020-09-18 19:06:50,0.0,0.0,0.0,0.27,0.9,0.44
2020-09-18 19:06:51,0.0,0.0,0.0,0.27,0.9,0.16
2020-09-18 19:06:52,0.0,0.0,0.0,0.28,0.9,0.16
2020-09-18 19:06:52,0.0,0.0,0.0,0.27,0.91,0.12
2020-09-18 19:06:53,0.0,0.0,0.0,0.27,0.92,0.08
2020-09-18 19:06:54,0.0,0.0,0.0,0.27,0.92,0.08
2020-09-18 19:06:55,0.0,0.0,0.0,0.33,0.88,0.24
2020-09-18 19:06:55,0.0,0.0,0.0,0.33,0.88,0.18
2020-09-18 19:06:56,0.0,0.0,0.0,0.21,0.99,0.18
2020-09-18 19:06:57,0.0,0.0,0.0,0.27,0.98,0.27
2020-09-18 19:06:58,0.0,0.0,0.0,0.27,0.98,0.16
2020-09-18 19:06:58,0.0,0.0,0.0,0.24,0.98,0.16
2020-09-18 19:06:59,0.0,0.0,0.0,0.26,0.93,0.17
2020-09-18 19:07:00,0.0,0.0,0.0,0.26,0.93,0.17
2020-09-18 19:07:00,0.0,0.0,0.0,0.25,0.96,0.09
2020-09-18 19:07:01,0.0,0.0,0.0,0.45,0.97,0.43
2020-09-18 19:07:02,0.0,0.0,0.0,0.45,0.97,0.43
2020-09-18 19:07:03,0.0,0.0,0.0,0.55,1.13,0.66
2020-09-18 19:07:03,0.0,0.0,0.0,0.55,0.86,0.17
2020-09-18 19:07:04,0.0,0.0,0.0,0.36,0.86,0.17
2020-09-18 19:07:05,0.0,0.0,0.0,0.28,0.94,0.1
2020-09-18 19:07:06,0.0,0.0,0.0,0.28,0.94,0.07
2020-09-18 19:07:06,0.0,0.0,0.0,0.28,0.9,0.07
2020-09-18 19:07:07,0.0,0.0,0.0,0.35,0.83,0.16
2020-09-18 19:07:08,0.0,0.0,0.0,0.35,0.83,0.16
2020-09-18 19:07:09,0.0,0.0,0.0,0.45,0.86,0.69
2020-09-18 19:07:09,0.0,0.0,0.0,0.45,0.88,0.45
2020-09-18 19:07:10,0.0,0.0,0.0,0.33,0.88,0.45
2020-09-18 19:07:11,0.0,0.0,0.0,0.26,0.99,0.42
2020-09-18 19:07:11,0.0,0.0,0.0,0.26,0.94,0.23
2020-09-18 19:07:12,0.0,0.0,0.0,0.24,0.94,0.23
2020-09-18 19:07:13,0.0,0.0,0.0,0.41,1.12,0.49
2020-09-18 19:07:14,0.0,0.0,0.0,0.4,0.68,0.51
2020-09-18 19:07:15,0.0,0.0,0.0,0.4,0.68,0.51
2020-09-18 19:07:15,0.0,0.0,0.0,0.37,1.11,0.72
2020-09-18 19:07:16,0.0,0.0,0.0,0.37,1.2,1.04
2020-09-18 19:07:17,0.0,0.0,0.0,0.48,1.2,1.04
2020-09-18 19:07:18,0.0,0.0,0.0,0.96,1.7,0.98
2020-09-18 19:07:18,0.0,0.0,0.0,0.96,1.7,0.98
2020-09-18 19:07:19,0.0,0.0,0.0,0.92,0.57,0.75
2020-09-18 19:07:20,0.0,0.0,0.0,0.33,0.91,0.48
2020-09-18 19:07:20,0.0,0.0,0.0,0.33,0.91,0.48
2020-09-18 19:07:21,0.0,0.0,0.0,0.3,0.89,0.14
2020-09-18 19:07:22,0.0,0.0,0.0,0.3,0.96,0.33
2020-09-18 19:07:23,0.0,0.0,0.0,0.28,0.96,0.33
2020-09-18 19:07:23,0.0,0.0,0.0,0.32,0.9,0.15
2020-09-18 19:07:24,0.0,0.0,0.0,0.32,0.9,0.15
2020-09-18 19:07:25,0.0,0.0,0.0,0.27,0.88,0.11
2020-09-18 19:07:25,0.0,0.0,0.0,0.27,0.89,0.21
2020-09-18 19:07:26,0.0,0.0,0.0,0.27,0.89,0.21
2020-09-18 19:07:27,0.0,0.0,0.0,0.34,0.84,0.31
2020-09-18 19:07:28,0.0,0.0,0.0,0.34,0.94,0.21
2020-09-18 19:07:28,0.0,0.0,0.0,0.23,0.94,0.21
2020-09-18 19:07:29,0.0,0.0,0.0,0.24,0.92,0.14
2020-09-18 19:07:30,0.0,0.0,0.0,0.24,0.92,0.49
2020-09-18 19:07:31,0.0,0.0,0.0,0.56,1.07,0.49
2020-09-18 19:07:31,0.0,0.0,0.0,0.36,0.95,0.48
2020-09-18 19:07:32,0.0,0.0,0.0,0.36,0.95,0.48
2020-09-18 19:07:33,0.0,0.0,0.0,0.36,0.82,0.48
2020-09-18 19:07:33,0.0,0.0,0.0,0.36,1.01,0.41
2020-09-18 19:07:34,0.0,0.0,0.0,0.23,1.01,0.41
2020-09-18 19:07:35,0.0,0.0,0.0,0.24,0.99,0.34
2020-09-18 19:07:36,0.0,0.0,0.0,0.24,0.99,0.22
2020-09-18 19:07:36,0.0,0.0,0.0,0.3,0.88,0.22
2020-09-18 19:07:37,0.0,0.0,0.0,0.25,0.98,0.23
2020-09-18 19:07:38,0.0,0.0,0.0,0.25,0.98,0.23
2020-09-18 19:07:38,0.0,0.0,0.0,0.38,1.07,0.36
2020-09-18 19:07:39,0.0,0.0,0.0,0.52,0.7,0.21
2020-09-18 19:07:40,0.0,0.0,0.0,0.52,0.7,0.21
2020-09-18 19:07:41,0.01,0.0,0.0,3.43,1.6,2.2
2020-09-18 19:07:41,0.01,0.0,0.0,3.43,2.07,3.01
2020-09-18 19:07:42,0.03,0.01,0.04,3.4,2.07,3.01
2020-09-18 19:07:43,0.03,0.01,0.02,2.63,2.66,2.62
2020-09-18 19:07:44,0.02,0.01,0.02,2.63,2.66,1.7
2020-09-18 19:07:44,0.01,0.0,0.01,1.38,1.43,1.7
2020-09-18 19:07:45,0.01,0.0,0.0,0.63,1.03,0.83
2020-09-18 19:07:46,0.0,0.0,0.0,0.63,1.03,0.83
2020-09-18 19:07:46,0.0,0.0,0.0,0.64,0.88,0.47
2020-09-18 19:07:47,0.0,0.0,0.0,0.84,1.04,0.7
2020-09-18 19:07:48,0.0,0.0,0.0,0.84,1.04,0.7
2020-09-18 19:07:49,0.0,0.0,0.0,0.54,1.0,0.81
2020-09-18 19:07:49,0.0,0.0,0.0,0.54,0.9,0.6
2020-09-18 19:07:50,0.0,0.0,0.0,0.62,0.9,0.6
2020-09-18 19:07:51,0.0,0.0,0.0,0.68,2.11,1.0
2020-09-18 19:07:52,0.0,0.0,0.0,0.68,2.11,1.0
2020-09-18 19:07:52,0.0,0.0,0.0,0.49,1.09,0.46
2020-09-18 19:07:53,0.0,0.0,0.0,0.36,1.04,0.37
2020-09-18 19:07:54,0.0,0.0,0.0,0.36,1.04,0.37
2020-09-18 19:07:54,0.0,0.0,0.0,0.29,0.97,0.25
2020-09-18 19:07:55,0.0,0.0,0.0,0.29,0.97,0.98
2020-09-18 19:07:56,0.0,0.0,0.0,0.29,0.97,0.98
2020-09-18 19:07:57,0.0,0.0,0.0,0.29,0.89,0.22
2020-09-18 19:07:57,0.0,0.0,0.0,0.29,0.89,0.82
2020-09-18 19:07:58,0.0,0.0,0.0,0.41,1.32,0.82
2020-09-18 19:07:59,0.0,0.0,0.0,0.46,1.7,0.81
2020-09-18 19:08:00,0.0,0.0,0.0,0.46,1.7,0.81
2020-09-18 19:08:00,0.0,0.0,0.0,0.36,0.72,0.49
2020-09-18 19:08:01,0.0,0.0,0.0,0.36,0.93,0.27
2020-09-18 19:08:02,0.0,0.0,0.0,0.21,0.93,0.27
2020-09-18 19:08:02,0.0,0.0,0.0,1.1,1.16,0.42
2020-09-18 19:08:03,0.0,0.0,0.0,1.1,1.16,0.61
2020-09-18 19:08:04,0.0,0.0,0.0,0.52,0.92,0.61
2020-09-18 19:08:05,0.0,0.0,0.0,0.28,0.91,0.26
2020-09-18 19:08:05,0.0,0.0,0.0,0.28,0.91,0.26
2020-09-18 19:08:06,0.0,0.0,0.0,0.31,0.93,0.54
2020-09-18 19:08:07,0.0,0.0,0.0,0.63,0.55,0.51
2020-09-18 19:08:08,0.0,0.0,0.0,0.63,0.55,0.51
2020-09-18 19:08:08,0.0,0.0,0.0,0.6,1.3,0.57
2020-09-18 19:08:09,0.0,0.0,0.0,0.6,0.58,1.08
2020-09-18 19:08:10,0.0,0.0,0.0,0.96,0.58,1.08
2020-09-18 19:08:10,0.0,0.0,0.0,0.59,1.25,0.77
2020-09-18 19:08:11,0.0,0.0,0.0,0.59,1.25,0.29
2020-09-18 19:08:12,0.0,0.0,0.0,0.22,0.88,0.29
2020-09-18 19:08:13,0.0,0.0,0.0,0.36,1.03,0.41
2020-09-18 19:08:13,0.0,0.0,0.0,0.36,1.03,0.41
2020-09-18 19:08:14,0.0,0.0,0.0,0.35,0.79,0.36
2020-09-18 19:08:15,0.0,0.0,0.0,0.25,0.98,0.24
2020-09-18 19:08:16,0.0,0.0,0.0,0.25,0.98,0.24
2020-09-18 19:08:16,0.0,0.0,0.0,0.21,0.98,0.14
2020-09-18 19:08:17,0.0,0.0,0.0,0.22,0.95,0.25
2020-09-18 19:08:18,0.0,0.0,0.0,0.22,0.95,0.25
2020-09-18 19:08:19,0.0,0.0,0.0,0.88,0.76,0.71
2020-09-18 19:08:19,0.0,0.0,0.0,0.88,0.76,0.86
2020-09-18 19:08:20,0.0,0.0,0.0,0.41,1.22,0.86
2020-09-18 19:08:21,0.0,0.0,0.0,0.49,0.79,0.91
2020-09-18 19:08:21,0.0,0.0,0.0,0.49,0.79,0.91
2020-09-18 19:08:22,0.0,0.0,0.0,0.32,1.14,0.54
2020-09-18 19:08:23,0.0,0.0,0.0,0.69,0.98,0.8
2020-09-18 19:08:24,0.01,0.0,0.0,0.69,0.98,0.8
2020-09-18 19:08:24,0.0,0.0,0.0,0.54,1.0,0.83
2020-09-18 19:08:25,0.0,0.0,0.0,0.54,1.23,0.47
2020-09-18 19:08:26,0.0,0.0,0.0,0.38,1.23,0.47
2020-09-18 19:08:27,0.0,0.0,0.0,1.09,0.88,0.82
2020-09-18 19:08:27,0.0,0.0,0.0,1.09,0.88,0.36
2020-09-18 19:08:28,0.0,0.0,0.0,0.33,1.34,0.36
2020-09-18 19:08:29,0.0,0.0,0.0,0.42,0.9,0.64
2020-09-18 19:08:30,0.0,0.0,0.0,0.42,0.9,0.64
2020-09-18 19:08:30,0.0,0.0,0.0,0.35,1.01,0.52
2020-09-18 19:08:31,0.0,0.0,0.0,0.37,1.08,0.56
2020-09-18 19:08:32,0.0,0.0,0.0,0.37,1.08,0.56
2020-09-18 19:08:32,0.0,0.0,0.0,0.29,0.93,0.22
2020-09-18 19:08:33,0.0,0.0,0.0,0.34,0.81,0.5
2020-09-18 19:08:34,0.0,0.0,0.0,0.34,0.81,0.5
2020-09-18 19:08:35,0.0,0.0,0.0,0.84,0.69,0.84
2020-09-18 19:08:35,0.0,0.0,0.0,0.84,0.69,0.29
2020-09-18 19:08:36,0.0,0.0,0.0,0.35,0.87,0.29
2020-09-18 19:08:37,0.0,0.0,0.0,0.25,0.89,0.17
2020-09-18 19:08:38,0.0,0.0,0.0,0.25,0.89,0.17
2020-09-18 19:08:38,0.0,0.0,0.0,0.23,0.92,0.71
2020-09-18 19:08:39,0.0,0.0,0.0,0.26,0.92,0.14
2020-09-18 19:08:40,0.0,0.0,0.0,0.26,0.92,0.14
2020-09-18 19:08:40,0.0,0.0,0.0,0.31,0.99,0.31
2020-09-18 19:08:41,0.0,0.0,0.0,0.31,1.08,0.84
2020-09-18 19:08:42,0.0,0.0,0.0,0.47,1.08,0.84
2020-09-18 19:08:43,0.0,0.0,0.0,0.55,0.62,0.77
2020-09-18 19:08:44,0.0,0.0,0.0,0.41,1.08,0.61
2020-09-18 19:08:44,0.0,0.0,0.0,0.41,1.08,0.61
2020-09-18 19:08:45,0.0,0.0,0.0,0.46,0.98,0.67
2020-09-18 19:08:46,0.0,0.0,0.0,0.46,0.98,0.69
2020-09-18 19:08:46,0.0,0.0,0.0,0.57,1.06,0.69
2020-09-18 19:08:47,0.0,0.0,0.0,0.66,0.85,0.6
2020-09-18 19:08:48,0.0,0.0,0.0,0.66,0.85,0.6
2020-09-18 19:08:49,0.0,0.0,0.0,0.3,1.17,1.01
2020-09-18 19:08:49,0.0,0.0,0.0,0.31,0.93,0.39
2020-09-18 19:08:50,0.0,0.0,0.0,0.31,0.93,0.39
2020-09-18 19:08:51,0.0,0.0,0.0,0.25,0.98,0.1
2020-09-18 19:08:52,0.0,0.0,0.0,0.39,0.9,0.65
2020-09-18 19:08:52,0.0,0.0,0.0,0.39,0.9,0.65
2020-09-18 19:08:53,0.0,0.0,0.0,0.32,1.13,0.55
2020-09-18 19:08:54,0.0,0.0,0.0,0.32,1.13,0.26
2020-09-18 19:08:54,0.0,0.0,0.0,0.27,0.81,0.26
2020-09-18 19:08:55,0.0,0.0,0.01,1.01,1.11,1.32
2020-09-18 19:08:56,0.0,0.0,0.01,1.01,1.11,1.32
2020-09-18 19:08:57,0.0,0.0,0.0,0.35,1.1,0.64
2020-09-18 19:08:57,0.0,0.0,0.0,0.53,0.86,0.69
2020-09-18 19:08:58,0.0,0.0,0.0,0.53,0.86,0.69
2020-09-18 19:08:59,0.0,0.0,0.0,0.39,0.81,0.68
2020-09-18 19:09:00,0.0,0.0,0.0,0.39,0.99,0.22
2020-09-18 19:09:00,0.0,0.0,0.0,0.29,0.99,0.22
2020-09-18 19:09:01,0.0,0.0,0.0,0.48,0.78,0.37
2020-09-18 19:09:02,0.0,0.0,0.0,0.48,0.78,0.34
2020-09-18 19:09:02,0.0,0.0,0.0,0.43,0.79,0.34
2020-09-18 19:09:03,0.0,0.0,0.01,0.67,1.09,1.1
2020-09-18 19:09:04,0.0,0.0,0.01,0.67,1.09,1.1
2020-09-18 19:09:05,0.0,0.0,0.0,0.42,1.1,0.5
2020-09-18 19:09:05,0.0,0.0,0.0,0.42,1.36,2.35
2020-09-18 19:09:06,0.01,0.0,0.0,1.16,1.36,2.35
2020-09-18 19:09:07,0.01,0.0,0.0,1.37,2.29,1.87
2020-09-18 19:09:08,0.0,0.0,0.0,1.37,2.29,1.19
2020-09-18 19:09:08,0.0,0.0,0.0,1.15,0.97,1.19
2020-09-18 19:09:09,0.0,0.0,0.0,0.2,0.98,0.18
2020-09-18 19:09:10,0.0,0.0,0.0,0.2,0.98,0.18
2020-09-18 19:09:10,0.01,0.0,0.0,1.05,1.53,1.31
2020-09-18 19:09:11,0.01,0.0,0.0,0.34,0.91,0.28
2020-09-18 19:09:12,0.0,0.0,0.0,0.34,0.91,0.28
2020-09-18 19:09:13,0.0,0.0,0.0,0.25,0.92,0.24
2020-09-18 19:09:13,0.0,0.0,0.0,0.25,0.92,0.4
2020-09-18 19:09:14,0.0,0.0,0.0,0.44,0.93,0.4
2020-09-18 19:09:15,0.0,0.0,0.0,0.31,0.91,0.28
2020-09-18 19:09:15,0.0,0.0,0.0,0.31,0.91,0.28
2020-09-18 19:09:16,0.0,0.0,0.0,0.73,1.22,0.98
2020-09-18 19:09:17,0.0,0.0,0.0,1.13,1.58,1.69
2020-09-18 19:09:18,0.0,0.0,0.0,1.13,1.58,1.69
2020-09-18 19:09:18,0.0,0.0,0.0,0.35,1.05,0.52
2020-09-18 19:09:19,0.0,0.0,0.0,0.35,1.05,0.54
2020-09-18 19:09:20,0.0,0.0,0.0,0.27,1.32,0.54
2020-09-18 19:09:21,0.0,0.0,0.0,1.28,2.02,1.98
2020-09-18 19:09:21,0.0,0.0,0.0,1.28,2.02,1.98
2020-09-18 19:09:22,0.0,0.0,0.0,0.49,0.61,0.38
2020-09-18 19:09:23,0.0,0.0,0.0,0.28,0.86,0.08
2020-09-18 19:09:23,0.0,0.0,0.0,0.28,0.86,0.08
2020-09-18 19:09:24,0.0,0.0,0.0,0.37,1.05,0.41
2020-09-18 19:09:25,0.0,0.0,0.0,0.37,0.83,0.48
2020-09-18 19:09:26,0.0,0.0,0.0,0.35,0.83,0.48
2020-09-18 19:09:26,0.0,0.0,0.0,0.6,0.86,0.17
2020-09-18 19:09:27,0.0,0.0,0.0,0.6,0.86,0.17
2020-09-18 19:09:28,0.0,0.0,0.0,0.31,0.99,0.52
2020-09-18 19:09:29,0.0,0.0,0.0,0.32,0.84,0.28
2020-09-18 19:09:29,0.0,0.0,0.0,0.32,0.84,0.28
2020-09-18 19:09:30,0.0,0.0,0.0,0.25,0.9,0.29
2020-09-18 19:09:31,0.0,0.0,0.0,0.25,0.96,0.43
2020-09-18 19:09:31,0.0,0.0,0.0,0.32,0.96,0.43
2020-09-18 19:09:32,0.0,0.0,0.0,0.34,1.3,0.82
2020-09-18 19:09:33,0.0,0.0,0.0,0.34,0.75,0.73
2020-09-18 19:09:34,0.0,0.0,0.0,0.5,0.75,0.73
2020-09-18 19:09:34,0.0,0.0,0.0,0.55,0.52,0.73
2020-09-18 19:09:35,0.0,0.0,0.0,0.55,0.52,0.73
2020-09-18 19:09:36,0.0,0.0,0.0,0.34,0.82,0.31
2020-09-18 19:09:37,0.0,0.0,0.0,0.22,0.97,0.19
2020-09-18 19:09:37,0.0,0.0,0.0,0.22,0.97,0.19
2020-09-18 19:09:38,0.0,0.0,0.0,0.62,0.83,0.21
2020-09-18 19:09:39,0.0,0.0,0.0,0.62,0.92,0.38
2020-09-18 19:09:39,0.0,0.0,0.0,0.3,0.92,0.38
2020-09-18 19:09:40,0.0,0.0,0.0,0.25,0.97,0.28
2020-09-18 19:09:41,0.0,0.0,0.0,0.25,0.97,0.74
2020-09-18 19:09:42,0.0,0.0,0.0,0.22,0.95,0.74
2020-09-18 19:09:42,0.0,0.0,0.0,0.26,0.95,0.1
2020-09-18 19:09:43,0.0,0.0,0.0,0.26,0.95,0.1
2020-09-18 19:09:44,0.0,0.0,0.0,0.35,1.08,0.56
2020-09-18 19:09:45,0.0,0.0,0.0,0.76,0.78,0.78
2020-09-18 19:09:45,0.0,0.0,0.0,0.76,0.78,0.78
2020-09-18 19:09:46,0.0,0.0,0.0,0.57,1.28,1.05
2020-09-18 19:09:47,0.0,0.0,0.0,0.57,0.92,0.15
2020-09-18 19:09:47,0.0,0.0,0.0,0.25,0.92,0.15
2020-09-18 19:09:48,0.0,0.0,0.0,0.25,0.94,0.07
2020-09-18 19:09:49,0.0,0.0,0.0,0.25,0.94,0.07
2020-09-18 19:09:50,0.0,0.0,0.0,0.21,0.94,0.08
2020-09-18 19:09:50,0.0,0.0,0.0,0.24,0.93,0.17
2020-09-18 19:09:51,0.0,0.0,0.0,0.24,0.93,0.17
2020-09-18 19:09:52,0.0,0.0,0.0,0.35,1.07,0.42
2020-09-18 19:09:53,0.0,0.0,0.0,0.27,0.9,0.21
2020-09-18 19:09:53,0.0,0.0,0.0,0.27,0.9,0.21
2020-09-18 19:09:54,0.0,0.0,0.0,0.2,0.96,0.17
2020-09-18 19:09:55,0.0,0.0,0.0,0.2,0.95,0.18
2020-09-18 19:09:56,0.0,0.0,0.0,0.27,0.95,0.18
2020-09-18 19:09:56,0.0,0.0,0.0,0.51,0.94,0.68
2020-09-18 19:09:57,0.0,0.0,0.0,0.51,0.94,0.68
2020-09-18 19:09:58,0.0,0.0,0.0,0.38,1.04,0.81
2020-09-18 19:09:58,0.0,0.0,0.0,0.75,1.1,0.73
2020-09-18 19:09:59,0.0,0.0,0.0,0.75,1.1,0.73
2020-09-18 19:10:00,0.0,0.0,0.0,0.21,0.94,0.48
2020-09-18 19:10:01,0.0,0.0,0.0,0.21,0.95,0.81
2020-09-18 19:10:01,0.0,0.0,0.0,0.39,0.95,0.81
2020-09-18 19:10:02,0.0,0.0,0.0,0.52,0.9,0.78
2020-09-18 19:10:03,0.0,0.0,0.0,0.52,0.9,0.7
2020-09-18 19:10:03,0.0,0.0,0.0,0.36,0.99,0.7
2020-09-18 19:10:04,0.0,0.0,0.0,0.39,0.88,0.52
2020-09-18 19:10:05,0.0,0.0,0.0,0.39,0.88,0.52
2020-09-18 19:10:06,0.0,0.0,0.0,0.66,0.88,0.71
2020-09-18 19:10:06,0.0,0.0,0.0,0.22,0.99,0.11
2020-09-18 19:10:07,0.0,0.0,0.0,0.22,0.99,0.11
2020-09-18 19:10:08,0.0,0.0,0.0,0.23,0.95,0.12
2020-09-18 19:10:09,0.0,0.0,0.0,0.23,0.95,0.35
2020-09-18 19:10:09,0.0,0.0,0.0,1.13,0.6,0.35
2020-09-18 19:10:10,0.0,0.0,0.0,0.72,0.83,0.67
2020-09-18 19:10:11,0.0,0.0,0.0,0.72,0.83,0.67
2020-09-18 19:10:11,0.0,0.0,0.0,0.76,0.99,0.73
2020-09-18 19:10:12,0.0,0.0,0.0,0.38,1.14,0.4
2020-09-18 19:10:13,0.0,0.0,0.0,0.38,1.14,0.4
2020-09-18 19:10:14,0.0,0.0,0.0,0.48,1.18,0.46
2020-09-18 19:10:14,0.0,0.0,0.0,0.48,1.43,0.6
2020-09-18 19:10:15,0.0,0.0,0.0,0.56,1.43,0.6
2020-09-18 19:10:16,0.0,0.0,0.0,0.52,1.0,0.42
2020-09-18 19:10:16,0.01,0.0,0.0,0.52,1.0,0.42
2020-09-18 19:10:17,0.0,0.0,0.0,1.07,0.96,0.92
2020-09-18 19:10:18,0.0,0.0,0.0,0.82,1.79,1.74
2020-09-18 19:10:19,0.0,0.0,0.0,0.82,1.79,1.74
2020-09-18 19:10:19,0.06,0.03,0.04,7.99,10.01,15.71
2020-09-18 19:10:20,0.06,0.03,0.04,7.99,2.56,2.61
2020-09-18 19:10:21,0.01,0.01,0.01,3.08,2.56,2.61
2020-09-18 19:10:22,0.01,0.0,0.0,0.53,0.94,1.25
2020-09-18 19:10:22,0.0,0.0,0.0,0.53,0.94,2.06
2020-09-18 19:10:23,0.01,0.0,0.01,1.24,1.39,2.06
2020-09-18 19:10:24,0.01,0.0,0.0,3.71,4.27,4.8
2020-09-18 19:10:24,0.01,0.01,0.0,3.71,4.27,2.42
2020-09-18 19:10:25,0.01,0.0,0.0,2.52,1.99,2.42
2020-09-18 19:10:26,0.01,0.0,0.0,2.41,0.93,1.88
2020-09-18 19:10:27,0.0,0.0,0.0,2.41,0.93,1.88
2020-09-18 19:10:27,0.0,0.0,0.0,2.28,2.19,2.88
2020-09-18 19:10:28,0.0,0.0,0.0,2.28,4.85,6.26
2020-09-18 19:10:29,0.02,0.02,0.01,5.13,4.85,6.26
2020-09-18 19:10:30,0.0,0.0,0.0,2.61,3.04,2.88
2020-09-18 19:10:30,0.0,0.0,0.0,2.61,3.04,1.87
2020-09-18 19:10:31,0.0,0.0,0.0,2.37,0.72,1.87
2020-09-18 19:10:32,0.0,0.0,0.0,2.81,2.79,3.77
2020-09-18 19:10:33,0.01,0.0,0.0,2.81,2.79,3.77
2020-09-18 19:10:33,0.0,0.0,0.0,0.92,0.52,0.76
2020-09-18 19:10:34,0.0,0.0,0.0,0.49,0.73,0.44
2020-09-18 19:10:35,0.0,0.0,0.0,0.49,0.73,0.44
2020-09-18 19:10:35,0.0,0.0,0.0,0.46,0.7,0.3
2020-09-18 19:10:36,0.0,0.0,0.0,0.46,0.98,0.14
2020-09-18 19:10:37,0.0,0.0,0.0,0.17,0.98,0.14
2020-09-18 19:10:38,0.0,0.0,0.0,0.18,0.99,0.08
2020-09-18 19:10:38,0.0,0.0,0.0,0.18,0.99,0.08
2020-09-18 19:10:39,0.0,0.0,0.0,0.48,0.98,0.09
2020-09-18 19:10:40,0.0,0.0,0.0,0.33,0.9,0.54
2020-09-18 19:10:41,0.0,0.0,0.0,0.33,0.9,0.54
2020-09-18 19:10:41,0.0,0.0,0.0,0.36,0.88,0.54
2020-09-18 19:10:42,0.0,0.0,0.0,0.36,0.94,1.22
2020-09-18 19:10:43,0.0,0.0,0.0,1.07,0.94,1.22
2020-09-18 19:10:43,0.0,0.0,0.0,0.79,1.08,1.71
2020-09-18 19:10:44,0.0,0.0,0.0,0.79,1.08,1.71
2020-09-18 19:10:45,0.0,0.0,0.0,0.84,1.16,1.29
2020-09-18 19:10:46,0.0,0.0,0.0,0.29,0.98,0.33
2020-09-18 19:10:46,0.0,0.0,0.0,0.29,0.98,0.33
2020-09-18 19:10:47,0.0,0.0,0.0,0.59,0.83,0.91
2020-09-18 19:10:48,0.0,0.0,0.0,0.59,0.95,0.1
2020-09-18 19:10:48,0.0,0.0,0.0,0.23,0.95,0.1
2020-09-18 19:10:49,0.0,0.0,0.0,0.22,0.96,0.09
