,date,accX,accY,accZ,gyrX,gyrY,gyrZ,files,accTotal,gyrTotal
170,2020-09-14 19:18:49,0.0,0.0,0.0,0.85,0.08,1.37,1,0.0,1.6142490514167882
171,2020-09-14 19:18:50,0.0,0.0,0.0,0.85,0.09,1.39,1,0.0,1.631778171198524
172,2020-09-14 19:18:51,0.0,0.0,0.0,0.85,0.09,1.39,1,0.0,1.631778171198524
173,2020-09-14 19:18:51,0.0,0.0,0.0,0.84,0.1,1.37,1,0.0,1.6101242188104619
174,2020-09-14 19:18:52,0.0,0.0,0.0,0.86,0.11,1.36,1,0.0,1.6128546121706073
175,2020-09-14 19:18:53,0.0,0.0,0.0,0.86,0.11,1.36,1,0.0,1.6128546121706073
176,2020-09-14 19:18:54,0.0,0.0,0.0,0.92,0.1,1.37,1,0.0,1.6532694880145826
177,2020-09-14 19:18:54,0.0,0.0,0.0,0.92,0.1,1.37,1,0.0,1.6532694880145826
178,2020-09-14 19:18:55,0.0,0.0,0.0,0.89,0.1,1.37,1,0.0,1.636765102267274
179,2020-09-14 19:18:56,0.0,0.0,0.0,0.88,0.11,1.37,1,0.0,1.6319926470422592
180,2020-09-14 19:18:56,0.0,0.0,0.0,0.88,0.11,1.37,1,0.0,1.6319926470422592
181,2020-09-14 19:18:57,0.0,0.0,0.0,0.89,0.11,1.37,1,0.0,1.6374064858794228
182,2020-09-14 19:18:58,0.0,0.0,0.0,0.9,0.1,1.37,1,0.0,1.6422241016377759
183,2020-09-14 19:18:59,0.0,0.0,0.0,0.9,0.1,1.37,1,0.0,1.6422241016377759
184,2020-09-14 19:18:59,0.0,0.0,0.0,0.88,0.42,1.36,1,0.0,1.6734395716607158
185,2020-09-14 19:19:00,0.0,0.0,0.0,0.89,0.1,1.38,1,0.0,1.6451443705644802
186,2020-09-14 19:19:01,0.0,0.0,0.0,0.89,0.1,1.38,1,0.0,1.6451443705644802
187,2020-09-14 19:19:02,0.0,0.0,0.0,0.88,0.11,1.37,1,0.0,1.6319926470422592
188,2020-09-14 19:19:02,0.0,0.0,0.0,0.87,0.09,1.36,1,0.0,1.6169724796668619
189,2020-09-14 19:19:03,0.0,0.0,0.0,0.87,0.09,1.36,1,0.0,1.6169724796668619
190,2020-09-14 19:19:04,0.0,0.0,0.0,0.87,0.12,1.38,1,0.0,1.6357567056258702
191,2020-09-14 19:19:05,0.0,0.0,0.0,0.87,0.09,1.38,1,0.0,1.633829856502812
192,2020-09-14 19:19:05,0.0,0.0,0.0,0.85,0.09,1.38,1,0.0,1.6232683080747925
193,2020-09-14 19:19:06,0.0,0.0,0.0,0.86,0.09,1.37,1,0.0,1.6200617272190587
194,2020-09-14 19:19:07,0.0,0.0,0.0,0.86,0.09,1.38,1,0.0,1.6285269417482782
195,2020-09-14 19:19:07,0.0,0.0,0.0,0.87,0.1,1.38,1,0.0,1.6344112089679266
196,2020-09-14 19:19:08,0.0,0.0,0.0,0.85,0.08,1.35,1,0.0,1.5973102391207539
197,2020-09-14 19:19:09,0.0,0.0,0.0,0.85,0.08,1.35,1,0.0,1.5973102391207539
